CC,CCC,CCCC,CCCC_abs,CCC_abs,CC_abs,CH,CH_abs,HCC,HCCC,HCCC_abs,HCC_abs,HOC,HOCC,HOCC_abs,HOC_abs,OC,OCC,OCCC,OCCC_abs,OCC_abs,OCO,OCOC,OCOC_abs,OCO_abs,OC_abs,OH,OH_abs,sf,sigma,intensity,structure,freq
0.0,2.0,0.0,0.0,14.0,18.0,0.0,0.0,-27.0,0.0,0.0,71.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,7.270523283255393e-05,23.999819614499454,1.3987,benzil,1494.2446467119998
-6.0,10.0,0.0,0.0,12.0,20.0,0.0,0.0,41.0,0.0,0.0,67.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0011468606225241405,10.083846596001308,0.8336,benzil,1494.156554784
-9.0,7.0,0.0,0.0,13.0,31.0,0.0,0.0,-1.0,0.0,0.0,53.0,,,,,2.0,0.0,0.0,0.0,0.0,,,,,2.0,,,0.00037990718399375845,47.22461838080928,0.5221,benzil,1452.009461232
0.0,-1.0,0.0,0.0,13.0,32.0,0.0,0.0,-30.0,0.0,0.0,56.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0011019179112203002,10.383887738703407,33.2729,benzil,1451.206845888
0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,10.0,0.0,0.0,38.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.002784020984064301,18.079601909876136,10.1832,benzil,1338.2632062
0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,-4.0,0.0,0.0,34.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0018553753304525497,30.780477984484726,1.9898,benzil,1338.1849022640001
8.0,-3.0,0.0,0.0,11.0,32.0,0.0,0.0,6.0,0.0,0.0,52.0,,,,,0.0,4.0,0.0,0.0,4.0,,,,,0.0,,,0.00058665949852257,31.881540086186675,11.0309,benzil,1321.9759875119998
0.0,0.0,0.0,0.0,8.0,40.0,0.0,0.0,-2.0,0.0,0.0,54.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0019838886486192495,43.26503722149512,8.8722,benzil,1316.788351752
0.0,1.0,0.0,0.0,5.0,64.0,0.0,0.0,12.0,0.0,0.0,16.0,,,,,0.0,8.0,0.0,2.0,8.0,,,,,0.0,,,0.001072770926386905,18.332598036774076,24.3988,benzil,1291.290632592
-1.0,-1.0,0.0,0.0,15.0,61.0,0.0,0.0,-22.0,0.0,0.0,22.0,,,,,0.0,0.0,0.0,0.0,2.0,,,,,0.0,,,0.02388970841267533,50.78046222108643,205.3908,benzil,1203.5902242720001
10.0,2.0,0.0,0.0,2.0,22.0,0.0,0.0,35.0,0.0,0.0,71.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.003148278250305736,30.786473128953983,1.339,benzil,1181.9489739599999
0.0,-1.0,0.0,0.0,11.0,22.0,0.0,0.0,22.0,0.0,0.0,70.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.007883958045987963,33.381413494945605,140.7073,benzil,1174.382856144
-2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,7.0,0.0,0.0,81.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0015949445901177492,15.267225497272706,0.4571,benzil,1161.6878305199998
0.0,-1.0,0.0,0.0,1.0,18.0,0.0,0.0,51.0,0.0,0.0,81.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0039980476916700374,36.631844735282044,16.4881,benzil,1160.865639192
13.0,-4.0,0.0,0.0,4.0,49.0,0.0,0.0,-13.0,0.0,0.0,43.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0015245270691751948,22.14958240228652,0.212,benzil,1086.349656096
-1.0,0.0,0.0,0.0,2.0,49.0,0.0,0.0,12.0,0.0,0.0,46.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0036305634420686667,19.040941361121277,8.0391,benzil,1085.899408464
16.0,-25.0,0.0,0.0,37.0,24.0,0.0,0.0,14.0,0.0,0.0,26.0,,,,,0.0,-10.0,0.0,2.0,10.0,,,,,0.0,,,0.019454572895816702,33.62734836781366,0.7759,benzil,1046.845320384
0.0,-2.0,0.0,0.0,24.0,52.0,0.0,0.0,-16.0,0.0,0.0,24.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0049936508007710975,52.12112657217552,5.0744,benzil,1027.2497604
-46.0,-8.0,0.0,0.0,28.0,58.0,0.0,0.0,-4.0,0.0,0.0,6.0,,,,,0.0,-4.0,0.0,0.0,4.0,,,,,0.0,,,0.016496154297285872,57.658115569161275,0.7304,benzil,1019.360638848
-29.0,-20.0,2.0,2.0,58.0,29.0,0.0,0.0,0.0,3.0,7.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0006901821738960234,17.181310135689955,2.7538,benzil,993.588855912
-31.0,-25.0,1.0,1.0,61.0,31.0,0.0,0.0,0.0,-1.0,5.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.00825565816044671,25.303422777702778,0.2646,benzil,993.53012796
0.0,1.0,1.0,23.0,9.0,4.0,0.0,0.0,0.0,36.0,62.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0046368070756294495,37.39913150530056,0.2886,benzil,992.267476992
0.0,2.0,17.0,25.0,4.0,0.0,0.0,0.0,0.0,12.0,68.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.00015255970114471865,29.68020025688039,0.0017,benzil,992.003201208
0.0,0.0,-6.0,12.0,0.0,0.0,0.0,0.0,0.0,-39.0,87.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0005505783476275059,19.956892103193873,0.3456,benzil,976.0291982639999
0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,35.0,87.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.006741619764498156,38.32554870485466,0.3035,benzil,975.833438424
0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,33.0,85.0,0.0,,,,,0.0,0.0,4.0,4.0,2.0,,,,,0.0,,,0.010702047768330641,46.379675333190164,1.1703,benzil,940.107267624
0.0,0.0,-2.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,89.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0029968466776184653,29.616205652338238,1.3809,benzil,935.8886430719999
0.0,0.0,-3.0,3.0,36.0,14.0,0.0,0.0,0.0,6.0,8.0,0.0,,,,,0.0,0.0,-18.0,18.0,18.0,,,,,0.0,,,0.019489728435728992,36.02418048798142,90.2973,benzil,865.2976447679999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,99.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.02007729101737308,43.983198342452155,0.3696,benzil,844.4590098
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.0,99.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.015025480180375566,34.29068553605248,0.3571,benzil,844.1653700400001
0.0,0.0,8.0,14.0,34.0,10.0,0.0,0.0,0.0,-8.0,16.0,0.0,,,,,0.0,0.0,22.0,22.0,0.0,,,,,0.0,,,0.032717426798206044,49.78516982387508,42.9598,benzil,801.215661144
-4.0,6.0,-6.0,30.0,6.0,4.0,0.0,0.0,0.0,-1.0,39.0,0.0,,,,,-2.0,-2.0,0.0,16.0,2.0,,,,,2.0,,,0.001612562376884466,43.08704948451021,18.9633,benzil,780.592362
1.0,0.0,-6.0,16.0,6.0,1.0,0.0,0.0,0.0,11.0,53.0,0.0,,,,,0.0,0.0,19.0,19.0,2.0,,,,,0.0,,,0.0030947205673443347,34.4874811852344,38.2857,benzil,717.2444777759999
27.0,-4.0,-2.0,4.0,30.0,27.0,0.0,0.0,1.0,-2.0,24.0,1.0,,,,,4.0,0.0,-1.0,7.0,0.0,,,,,4.0,,,0.018440658845521717,38.26450073730461,42.4521,benzil,715.11069552
-10.0,-12.0,3.0,5.0,36.0,10.0,0.0,0.0,0.0,-1.0,25.0,0.0,,,,,0.0,6.0,0.0,14.0,6.0,,,,,0.0,,,0.037885947323158725,68.29037367617651,50.2165,benzil,687.968593704
0.0,0.0,-24.0,72.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.07692013906863691,48.76562319788505,8.6937,benzil,679.92286428
0.0,-3.0,-37.0,69.0,3.0,0.0,0.0,0.0,0.0,-7.0,23.0,0.0,,,,,0.0,2.0,0.0,2.0,2.0,,,,,0.0,,,0.000667729418312734,33.07991041181506,12.627,benzil,679.67816448
0.0,1.0,0.0,0.0,53.0,8.0,0.0,0.0,1.0,0.0,0.0,3.0,,,,,0.0,0.0,4.0,4.0,28.0,,,,,2.0,,,0.004258485150171556,24.036829413927748,105.5486,benzil,641.2798718639999
0.0,-9.0,0.0,0.0,83.0,12.0,0.0,0.0,1.0,0.0,0.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,2.669414367610943e-06,29.608564158740574,0.8614,benzil,615.038265312
0.0,10.0,0.0,0.0,84.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.017373204470827835,60.33593125687587,0.5157,benzil,615.008901336
-12.0,3.0,4.0,48.0,25.0,12.0,0.0,0.0,0.0,1.0,7.0,0.0,,,,,-2.0,0.0,0.0,4.0,0.0,,,,,2.0,,,0.00029675605366668195,57.79301919733049,6.4307,benzil,477.448461768
0.0,0.0,11.0,39.0,28.0,16.0,0.0,0.0,0.0,-2.0,6.0,0.0,,,,,0.0,0.0,0.0,0.0,4.0,,,,,0.0,,,0.005823086219479955,53.24632759798744,2.6185,benzil,450.923003448
0.0,-1.0,5.0,35.0,23.0,28.0,0.0,0.0,0.0,-3.0,5.0,0.0,,,,,0.0,0.0,-2.0,2.0,4.0,,,,,0.0,,,0.001867259244866506,31.302527151725737,0.417,benzil,425.444860272
-16.0,-5.0,-19.0,33.0,21.0,20.0,0.0,0.0,0.0,1.0,7.0,0.0,,,,,0.0,6.0,0.0,10.0,6.0,,,,,0.0,,,4.352558212680145e-05,29.91520817598903,0.0034,benzil,413.83630176
0.0,0.0,3.0,67.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.005950173028999429,68.83563357089054,0.0139,benzil,402.72693083999997
5.0,0.0,25.0,63.0,4.0,7.0,0.0,0.0,0.0,-16.0,20.0,0.0,,,,,0.0,-4.0,0.0,2.0,4.0,,,,,0.0,,,0.009220485188229462,37.644268493598446,0.0013,benzil,400.59314858399995
21.0,-2.0,-2.0,18.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,44.0,0.0,10.0,44.0,,,,,0.0,,,0.002820440826056728,39.126083053807754,3.7277,benzil,329.982574296
0.0,0.0,-2.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,-6.0,6.0,36.0,,,,,0.0,,,0.009032225546226071,24.862757720107766,31.937,benzil,273.40798053599997
-28.0,12.0,-1.0,1.0,64.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,4.0,0.0,2.0,4.0,,,,,0.0,,,0.0012452532166352414,48.225646440723125,0.1827,benzil,261.270870456
9.0,61.0,2.0,22.0,61.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,-4.0,0.0,4.0,4.0,,,,,0.0,,,0.0025415717112707466,26.974402250852613,0.2963,benzil,157.077695616
0.0,0.0,-50.0,76.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,3.2767591856530446e-05,35.73030596564254,0.0081,benzil,153.6714744
0.0,6.0,-16.0,68.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,24.0,0.0,,,,,0.0,,,0.0033403608976523454,33.60547044701592,2.5902,benzil,146.61433216799998
0.0,0.0,13.0,35.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,-13.0,13.0,0.0,,,,,0.0,,,0.00042440662381531077,53.51504160398897,1.4807,benzil,128.36951508
0.0,0.0,2.0,80.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,-2.0,2.0,0.0,,,,,0.0,,,0.0072690905000191205,45.96764162722042,0.7267,benzil,40.003523304
0.0,0.0,93.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0005952965444598302,10.981855753659605,0.0325,benzil,37.693557192
0.0,4.0,76.0,92.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,-1.0,3.0,0.0,,,,,0.0,,,0.00023177412248915483,11.12260193276815,2.3969,benzil,25.752206951999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.5535154381795648,46.68283837525838,95.6349,benzoic_acid,3607.43533
0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2943711926239345,60.503179817072755,2.6478,benzoic_acid,3089.24258
0.0,0.0,0.0,0.0,0.0,0.0,96.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6240315069853986,48.10375050992654,4.5141,benzoic_acid,3083.64179
0.0,0.0,0.0,0.0,0.0,0.0,-77.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2113834847929145,41.51694216567911,15.2144,benzoic_acid,3069.606306
0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2953567122245234,18.5798672558074,12.142,benzoic_acid,3060.367396
0.0,0.0,0.0,0.0,0.0,0.0,8.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6244292951420227,64.64447055227728,0.4111,benzoic_acid,3049.108372
-4.0,-1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,82.0,3.0,0.0,0.0,3.0,-1.0,0.0,0.0,1.0,84.0,0.0,0.0,0.5383528641498941,37.818302925384515,383.6615,benzoic_acid,1752.19738788
21.0,-6.0,0.0,0.0,18.0,63.0,0.0,0.0,4.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07765728835153532,22.318181154951777,19.479,benzoic_acid,1616.065995144
0.0,-11.0,0.0,0.0,31.0,52.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.8590646667340853,53.43981213705316,5.3175,benzoic_acid,1595.599303872
-4.0,7.0,0.0,0.0,11.0,24.0,0.0,0.0,-1.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007859386899105206,37.713171996578254,2.4432,benzoic_acid,1496.809100616
9.0,-3.0,0.0,0.0,17.0,25.0,0.0,0.0,-47.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6868163689572925,59.14674095746048,15.6172,benzoic_acid,1453.996423608
9.0,-2.0,0.0,0.0,2.0,27.0,0.0,0.0,2.0,0.0,0.0,8.0,-25.0,0.0,0.0,25.0,-15.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,23.0,0.0,0.0,0.47498171838823106,50.11298106151515,131.4379,benzoic_acid,1341.894551232
6.0,0.0,0.0,0.0,2.0,68.0,0.0,0.0,22.0,0.0,0.0,22.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.087552332244269,79.9453852681596,20.5296,benzoic_acid,1334.553557232
13.0,1.0,0.0,0.0,7.0,21.0,0.0,0.0,70.0,0.0,0.0,70.0,-1.0,0.0,0.0,1.0,1.0,-2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.220610376826784,42.83688844143662,1.4888,benzoic_acid,1316.426196048
-10.0,0.0,0.0,0.0,4.0,28.0,0.0,0.0,9.0,0.0,0.0,41.0,24.0,0.0,0.0,24.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.6325766413492552,26.69792859596187,65.8785,benzoic_acid,1185.071343408
6.0,-7.0,0.0,0.0,15.0,16.0,0.0,0.0,9.0,0.0,0.0,39.0,26.0,0.0,0.0,26.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.7020175821486658,77.66053964231139,160.5488,benzoic_acid,1165.6617552720002
2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,8.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06470759360321161,19.48150134700299,1.2013,benzoic_acid,1161.1788549359999
-10.0,-17.0,0.0,0.0,23.0,20.0,0.0,0.0,-5.0,0.0,0.0,21.0,-2.0,0.0,0.0,2.0,31.0,-1.0,0.0,0.0,1.0,-2.0,0.0,0.0,2.0,31.0,0.0,0.0,0.4563009866988585,54.357933297904225,54.9105,benzoic_acid,1096.1082841199998
-11.0,-1.0,0.0,0.0,7.0,41.0,0.0,0.0,2.0,0.0,0.0,30.0,-2.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,20.0,0.0,0.0,0.675152240886715,32.59223867953733,87.5316,benzoic_acid,1071.971095848
48.0,-17.0,0.0,0.0,21.0,52.0,0.0,0.0,-1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.7646941958095614,61.02705409437301,16.9465,benzoic_acid,1024.9104303119998
36.0,21.0,0.0,0.0,63.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6422010533859642,16.61228073228716,0.6853,benzoic_acid,994.8612948719999
0.0,0.0,19.0,23.0,0.0,0.0,0.0,0.0,0.0,-3.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009938706686640113,24.46654983797776,0.0383,benzoic_acid,992.766664584
0.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,53.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001026950093555953,11.292228867713188,0.0555,benzoic_acid,977.52676104
0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,81.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,0.1309583434272903,19.919115859731868,1.5922,benzoic_acid,940.273663488
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4309951055965675,14.379080148940771,0.0632,benzoic_acid,848.139294792
0.0,0.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,-10.0,30.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.0,46.0,0.0,0.0,0.0,0.0,0.6732307509699668,26.877761375240564,0.2487,benzoic_acid,801.988912512
25.0,14.0,0.0,0.0,50.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,12.0,-1.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,12.0,0.0,0.0,0.4394226576476637,75.37725771508289,8.543,benzoic_acid,758.6183199599999
0.0,0.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,0.0,0.0,-3.0,3.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.5616446635504991,40.87262652768693,141.5745,benzoic_acid,712.066630008
0.0,0.0,44.0,68.0,0.0,0.0,0.0,0.0,0.0,-4.0,28.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6356386433447154,77.69122642876012,5.0006,benzoic_acid,683.358449472
-2.0,-9.0,0.0,0.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,7.0,-4.0,0.0,0.0,4.0,54.0,0.0,0.0,54.0,7.0,0.0,0.0,0.4804722374275696,71.32071270105587,49.6621,benzoic_acid,621.743039832
1.0,12.0,0.0,0.0,76.0,15.0,0.0,0.0,-1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,2.0,-2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.13939753686147896,10.0067094928651,0.6596,benzoic_acid,616.2030363599999
0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,-1.0,3.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6474952579007065,51.027433732669486,71.1377,benzoic_acid,582.600859824
5.0,-23.0,0.0,0.0,29.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,2.0,53.0,0.0,0.0,53.0,-3.0,0.0,0.0,3.0,6.0,0.0,0.0,0.4323855840911559,46.72954377706522,6.0523,benzoic_acid,486.10104669599997
0.0,0.0,40.0,56.0,0.0,0.0,0.0,0.0,0.0,-12.0,26.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.7752035096322416,72.16988807690049,10.3879,benzoic_acid,426.198535656
0.0,0.0,45.0,81.0,0.0,0.0,0.0,0.0,0.0,-5.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08099514823069354,10.17602895986834,0.4567,benzoic_acid,406.133152056
44.0,28.0,0.0,0.0,32.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,-18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.3258853532793582,11.099635227477345,5.2117,benzoic_acid,374.478785928
